segment,tone,stress,syllabic,short,long,consonantal,sonorant,continuant,delayedRelease,approximant,tap,trill,nasal,lateral,labial,round,labiodental,coronal,anterior,distributed,strident,dorsal,high,low,front,back,tense,retractedTongueRoot,advancedTongueRoot,periodicGlottalSource,epilaryngealSource,spreadGlottis,constrictedGlottis,fortis,raisedLarynxEjective,loweredLarynxImplosive,click
au,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,"-,+","+,-",-,"-,+",+,-,-,+,-,-,-,0,-,-,0
ɱv,0,-,-,-,-,+,"+,-","-,+",+,-,-,-,"+,-",-,+,-,+,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
dʒ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
nz,0,-,-,-,-,+,"+,-","-,+",+,-,-,-,"+,-",-,-,0,0,+,+,-,"-,+",-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
pː,0,-,-,-,+,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
kʷʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,0,-,0,0,0,+,+,-,-,-,0,0,0,-,-,-,+,-,+,-,-
tː,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
ɤ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,+,-,-,+,-,-,-,0,-,-,0
ɡʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,+,-,+,-,-,-,-,-
n̠,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
cçʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,-,-,+,-,-,-,-,-
qʷ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,0,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,-,-,-,-,-
m̥,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
ʄ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,+,-
ɡː,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,-
qʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,0,0,-,-,+,-,-,-,-,-
pʲ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,+,+,-,+,+,0,0,0,-,-,-,-,-,-,-,-
œ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,+,-,-,-,-,+,-,-,-,0,-,-,0
mʲ,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,+,+,-,+,+,0,0,0,+,-,-,-,-,-,-,-
ɮ,0,-,-,-,-,+,-,+,+,-,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
õː,0,-,+,-,+,-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,-,-,-,+,+,-,-,+,-,-,-,0,-,-,0
fʷ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,+,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
ɥ,0,-,-,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-
æː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,+,-,0,-,-,+,-,-,-,0,-,-,0
dʲ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,+,+,-,+,+,0,0,0,+,-,-,-,-,-,-,-
a̟,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,+,-,0,-,-,+,-,-,-,0,-,-,0
jː,0,-,-,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-
pʷ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
ʕ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,+,0,0,0,+,-,-,-,-,-,-,-
d̪z̪,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,+,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ɹ,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,+,-,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
χʷ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,0,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,-,-,-,-,-
ɐ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,+,-,-,0,-,-,+,-,-,-,0,-,-,0
ŋk,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,"+,-",-,-,-,-,-,-,-
d̪̤,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
nt,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,"+,-",-,-,-,-,-,-,-
ɖ̤,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
ɒ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,+,-,+,0,-,-,+,-,-,-,0,-,-,0
ʐ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,-,+,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ɻ,0,-,-,-,-,+,+,+,0,+,-,-,-,-,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
rː,0,-,-,-,+,+,+,+,0,+,-,+,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ɘ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,-,+,-,-,+,-,-,-,0,-,-,0
˩˥,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kʷʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,0,-,0,0,0,+,+,-,-,-,0,0,0,-,-,+,-,-,-,-,-
bʲ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,+,+,-,+,+,0,0,0,+,-,-,-,-,-,-,-
*R̪,0,-,-,-,-,+,+,+,0,+,0,0,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
pf,0,-,-,-,-,+,-,-,+,-,-,-,-,-,+,-,+,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
t̪s̪ʰ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,+,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
dː,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
sʷ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,0,+,+,-,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
æ̃,0,-,+,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,-,+,+,-,0,-,-,+,-,-,-,0,-,-,0
ẽː,0,-,+,-,+,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,-,-,+,-,+,-,-,+,-,-,-,0,-,-,0
ɲː,0,-,-,-,+,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
ɲɟ,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
mp,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,"+,-",-,-,-,-,-,-,-
n̥,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
n̪d̪,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
tʷ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
ɰ,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,+,+,0,0,+,-,-,-,-,-,-,-
ɯ̃,0,-,+,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,0,-,-,0
ʋ,0,-,-,-,-,-,+,+,0,+,-,-,-,-,+,-,+,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
lʲ,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,+,+,-,+,+,0,0,0,+,-,-,-,-,-,-,-
ɾ̪,0,-,-,-,-,+,+,+,0,+,+,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ɛ̃ː,0,-,+,-,+,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,-,-,+,-,-,-,-,+,-,-,-,0,-,-,0
˨˧,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wː,0,-,-,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,0,0,+,-,-,-,-,-,-,-
w̰,0,-,-,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,0,0,+,-,-,+,-,-,-,-
j̰,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,+,-,-,-,-
o̞ː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,+,-,-,+,-,-,-,0,-,-,0
ʍ,0,-,-,-,-,-,-,+,+,-,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,0,0,-,-,+,-,-,-,-,-
fː,0,-,-,-,+,+,-,+,+,-,-,-,-,-,+,-,+,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
ɔ̃ː,0,-,+,-,+,-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,-,-,-,+,-,-,-,+,-,-,-,0,-,-,0
ɯː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,0,-,-,0
ŋː,0,-,-,-,+,+,+,-,0,-,-,-,+,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,-
ɢ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,0,0,+,-,-,-,-,-,-,-
˧˨,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ɺ,0,-,-,-,-,+,+,+,0,+,+,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ɜ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,-,-,-,-,+,-,-,-,0,-,-,0
ɑ̃,0,-,+,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,-,+,-,+,0,-,-,+,-,-,-,0,-,-,0
ɬ̪,0,-,-,-,-,+,-,+,+,-,-,-,-,+,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
hʲ,0,-,-,-,-,-,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,+,0,0,0,-,-,+,-,-,-,-,-
t̠ʃː,0,-,-,-,+,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
ʃː,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
e̞ː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,+,-,-,+,-,-,-,0,-,-,0
nʲ,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,+,+,-,+,+,0,0,0,+,-,-,-,-,-,-,-
ⱱ,0,-,-,-,-,+,+,+,0,+,+,-,-,-,+,-,+,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ʃʷ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,0,+,-,+,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
æ̞̃,0,-,+,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,-,+,+,-,0,-,-,+,-,-,-,0,-,-,0
ŋ̥,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,-,-,+,-,-,-,-,-
ɕ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,+,+,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
m̰,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,+,-,-,-,-
β̞,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ɟ̤ʝ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,+,-,-,-,-,-
l̥,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
ia,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-","-,+","+,-",-,+,-,-,+,-,-,-,0,-,-,0
ui,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,+,-,"-,+","+,-",+,-,-,+,-,-,-,0,-,-,0
ɲ̥,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,-,-,+,-,-,-,-,-
tɬʼ,0,-,-,-,-,+,-,-,+,-,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,+,-,+,-,-
t̪s̪ʼ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,+,-,0,0,0,0,0,0,0,-,-,-,+,-,+,-,-
t̠ʃʷ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,0,+,-,+,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
tɕ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,+,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
b̰,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,+,-,-,-,-
cʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,-,-,-,+,-,+,-,-
ɣʷ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,0,-,0,0,0,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,-
nʷ,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,+,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
a̰,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,-,0,-,-,+,-,-,+,0,-,-,0
j̥,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,-,-,+,-,-,-,-,-
sʲ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,+,+,-,+,+,0,0,0,-,-,-,-,-,-,-,-
øː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,+,-,+,-,-,+,-,-,-,0,-,-,0
yː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,0,-,-,0
d̠ʒː,0,-,-,-,+,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
t̠,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
bv,0,-,-,-,-,+,-,-,+,-,-,-,-,-,+,-,+,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ʔʷ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,0,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,+,-,-,-,-
ʔʲ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,+,0,0,0,-,-,-,+,-,-,-,-
m̤,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
ḭ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,+,0,-,-,0
ns,0,-,-,-,-,+,"+,-","-,+",+,-,-,-,"+,-",-,-,0,0,+,+,-,"-,+",-,0,0,0,0,0,0,0,"+,-",-,-,-,-,-,-,-
o̤,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,+,-,-,+,-,+,-,0,-,-,0
fʲ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,-,+,-,0,0,0,+,+,-,+,+,0,0,0,-,-,-,-,-,-,-,-
ua,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"+,-","-,+",-,"+,-",+,-,-,+,-,-,-,0,-,-,0
zː,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ɗ̪,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,+,-
dʷ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ei,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+",-,+,-,+,-,-,+,-,-,-,0,-,-,0
qʷʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,0,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,+,-,+,-,-
oi,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"-,+",-,"-,+","+,-",+,-,-,+,-,-,-,0,-,-,0
ɠ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,+,-,-,-,-,-,+,-
ʈʂʰ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,-,+,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
ɡ̤,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,+,-,+,-,-,-,-,-
lʷ,0,-,-,-,-,+,+,+,0,+,-,-,-,+,+,+,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ə̃ː,0,-,+,-,+,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,-,-,-,-,-,-,-,+,-,-,-,0,-,-,0
i̤,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,+,-,0,-,-,0
e̤,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,+,-,-,+,-,+,-,0,-,-,0
ḛ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,+,-,-,+,-,-,+,0,-,-,0
ɱ,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,-,+,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
tʃʰ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
o̰,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,+,-,-,+,-,-,+,0,-,-,0
w̃,0,-,-,-,-,-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,+,-,-,+,+,0,0,+,-,-,-,-,-,-,-
n̠t̠ʃ,0,-,-,-,-,+,"+,-",-,+,-,-,-,"+,-",-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
d̠ʒʷ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,0,+,-,+,+,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ṵ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,+,0,-,-,0
ɾʲ,0,-,-,-,-,+,+,+,0,+,+,-,-,-,-,0,0,+,+,-,-,+,+,-,+,+,0,0,0,+,-,-,-,-,-,-,-
ɲʷ,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,+,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
ʔː,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,+,-,-,-,-
n̰,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,+,-,-,-,-
a̤,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,-,0,-,-,+,-,+,-,0,-,-,0
ʌː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,-,-,-,+,-,-,-,0,-,-,0
ʌ̃,0,-,+,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,-,-,-,+,-,-,-,+,-,-,-,0,-,-,0
ṳ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,-,-,+,-,+,-,0,-,-,0
l̤,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
tʃʼ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,-,-,-,+,-,+,-,-
˦˧,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uə,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"+,-",-,-,"+,-","+,-",-,-,+,-,-,-,0,-,-,0
t̪ː,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
t̪ʲ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,+,+,-,+,+,0,0,0,-,-,-,-,-,-,-,-
m̩,0,-,+,-,-,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
d̤,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
˥˦,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ou,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,"-,+",-,-,+,+,-,-,+,-,-,-,0,-,-,0
ɔ̤,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,-,-,-,+,-,+,-,0,-,-,0
zʷ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,0,+,+,-,+,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ɲ̟,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
mbʷ,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,+,+,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ʁʷ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,0,-,0,0,0,+,-,-,-,+,0,0,0,+,-,-,-,-,-,-,-
s̻,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,+,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
sʼ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,0,0,-,-,-,+,-,+,-,-
ɵ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,-,+,-,-,+,-,-,-,0,-,-,0
tɬ,0,-,-,-,-,+,-,-,+,-,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
jʷ,0,-,-,-,-,-,+,+,0,+,-,-,-,-,+,+,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-
l̰,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,+,-,-,-,-
ɟː,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
